id,项目名称,发布时间,类别,来源,省份,市,区县,项目编号,采购人,代理机构,预算(万元),项目地址,项目周期,中标人,中标金额(元),中标日期
2382,2024年肥西县全民健身设施采购安装项目,2024/11/22,货物,政府采购,安徽省,合肥市,肥西县,2024AEEHZ00305,肥西县教育体育局,肥西县公共资源交易有限责任公司,280.6,安徽省合肥市肥西县上派镇佛光路肥光办公区4号楼4319室,40日历天,"安徽健之道体育科技有限公司,澳瑞特体育产业股份有限公司,河北康奥达体育用品有限公司",1120000,2024/12/16
2383,安徽省派河幸福河湖建设项目全过程检测,2024/12/5,服务,政府采购,安徽省,合肥市,,2024AEEFN00313,肥西县水务局,安徽安兆工程技术咨询服务有限公司,32.08,安徽省合肥市肥西县上派镇人民中路43号,自合同签订之日起，至工程通过竣工验收之日止,滁州市金硕源工程科技有限公司,186000,2024/12/16
2384,杨庙中心卫生院医疗设备第二包,2024/11/25,货物,政府采购,安徽省,合肥市,,2024ACCHZ00517,长丰县卫生健康委员会,长丰县公共资源交易有限责任公司,281,安徽省合肥市长丰县水湖镇杨公路与南一环路交叉口,30日历天,安徽天星医药集团有限公司,2385000,2024/12/16
2385,2024年合肥市经贸旅游学校制造部3D打印实训室设备采购,2024/11/22,货物,政府采购,安徽省,合肥市,,2024BFFHZ02993,合肥市经贸旅游学校,安徽公共资源交易集团项目管理有限公司,37,合肥市瑶海区大众路1309号,20个工作日内,安徽华磊工程科技有限公司,364800,2024/12/13
2386,2025年省行政中心3号楼物业管理服务,2024/11/22,服务,政府采购,安徽省,合肥市,,2024BFAFZ02980,中国人民政治协商会议安徽省委员会办公厅,安徽省政府采购中心,1097.4,合肥市包河区中山路1号,合同签订后一年,深圳市莲花物业管理有限公司,10974000,2024/12/13
2387,合肥市交通运输综合行政执法支队治超系统及执法基础设备采购,2024/11/21,货物,政府采购,安徽省,合肥市,,2024BFFHZ02970,合肥市交通运输综合行政执法支队,安徽公共资源交易集团项目管理有限公司,101.61,合肥市蜀山区红枫路2号,30个工作日内,中通服和信科技有限公司,730000,2024/12/13
2388,合肥市儿童福利院“高质量发展康教一体化”项目,2024/11/1,服务,政府采购,安徽省,合肥市,,2024BFFHZ02794,合肥市儿童福利院,安徽公共资源交易集团项目管理有限公司,193,合肥市瑶海区魏武路中段,30日历天,安徽睿哈在线科技有限公司,1560000,2024/12/13
2389,合肥市经贸旅游学校2024年直播电商综合实训室（2次）,2024/11/22,货物,政府采购,安徽省,合肥市,,2024BFFHZ02979,合肥市经贸旅游学校,合肥市政府采购中心,43.12,合肥市瑶海区大众路1309号,30（日历天）,合肥骏迈科技有限公司,429000,2024/12/13
2390,合肥幼儿师范高等专科学校2024年梅冲湖校区学生公寓楼配套设备,2024/11/21,货物,政府采购,安徽省,合肥市,,2024BFFHZ02976,合肥幼儿师范高等专科学校,合肥市政府采购中心,64,合肥市瑶海区学林路1100号,30个日历天,合肥星火工贸有限公司,445500,2024/12/13
2391,安徽水利水电职业技术学院智慧机房（二期）建设项目,2024/11/21,工程,政府采购,安徽省,合肥市,,2024BFAHZ02968,安徽水利水电职业技术学院,安徽省政府采购中心,120,合肥市肥东县合马路18号,30个工作日内完成,安徽创宁网络科技有限公司,1180140,2024/12/13
2392,安徽省行政中心2025年楼外物业服务管理项目,2024/11/22,服务,政府采购,安徽省,合肥市,,2024BFAFZ02985,安徽省行政中心管理处,安徽省政府采购中心,1700,合肥市包河区中山路1号,合同签订后一年。期满后，若中标人履约良好，经甲乙双方同意，在财政预算能保障的前提下，双方可续签后两年度合同（合同一年一签，最多续签两次，合同金额原则上不变）,龙城城市运营服务集团有限公司,16199899.43,2024/12/13
2393,合肥市龙泉山生活垃圾填埋场渗滤液处理尾水提标处理及管道代维项目,2024/11/27,服务,政府采购,安徽省,合肥市,包河区,2024BFFFD03024,合肥市生活废弃物管理中心,安徽公共资源交易集团项目管理有限公司,307.36,合肥市包河区屯溪路330号,合同签订后一年。合同到期前，经双方协商一致，在年度预算能够保障的前提下，可续签累计不超过3年的采购合同，最多续签2次，合同一年一签，续签合同综合单价不变,联熹(合肥)污水处理有限公司,3073600,2024/12/13
2394,魅力城市宣传服务采购,2024/12/10,服务,政府采购,安徽省,合肥市,,2024BFFFD03188,合肥市科学技术局,安徽公共资源交易集团项目管理有限公司,45,合肥市蜀山区东流路100号,合同签订后一年。合同到期前，经考核合格后，在年度预算能够保障的前提下，可续签累计不超过3年的采购合同，最多续签2次，合同一年一签。,人力资源和社会保障部国外人才研究中心,450000,2024/12/13
2395,2024年安徽体彩数据中心机房维保项目,2024/12/2,服务,政府采购,安徽省,合肥市,包河区,2024BFAFN03084,安徽省体育彩票管理中心,安徽省政府采购中心,35,合肥市包河区芜湖路51号,合同签订之日起一年。若成交供应商履约良好，双方协商同意且年度预算能保障的前提下，可续签合同，合同一年一签，续签最多不超过2年。,安徽济舟信息技术有限公司,342000,2024/12/13
2396,合肥市融雪剂市级储备,2024/11/21,货物,政府采购,安徽省,合肥市,,2024BFFFN02965,合肥市应急管理局,安徽公共资源交易集团项目管理有限公司,50,合肥市蜀山区潜山路550号,365（日历天）,安徽省合肥市盐业有限公司,485000,2024/12/13
2397,安徽省出版物智能审读平台,2024/12/2,服务,政府采购,安徽省,合肥市,,2024BFAFN03086,安徽省出版物审读室,安徽省政府采购中心,36.76,合肥市包河区中山路1号,8个月,江苏凤凰报刊出版传媒有限公司,364500,2024/12/13
2398,智能交通系统运维,2024/11/22,服务,政府采购,安徽省,合肥市,,2024ANNFZ00450,庐江县公安局,合肥庐江公共资源交易有限公司,175,安徽省合肥市庐江县庐城镇泥河路2号,365日历天,中移系统集成有限公司,1670000,2024/12/13
2399,迁址新建庐江县中医院白山分院DR采购,2024/11/1,货物,政府采购,安徽省,合肥市,庐江县,2024ANNHZ00414,安徽省庐江县中医院,合肥庐江公共资源交易有限公司,70,安徽省合肥市庐江县庐城镇周瑜大道350号,15日历天,国药控股合肥医疗器械有限公司,636000,2024/12/13
2400,农村地区骨干教师培养：义务教育体育学科骨干教师提升研修,2024/12/2,服务,政府采购,安徽省,合肥市,,2024ANNFN00461,庐江县教育体育局,合肥庐江公共资源交易有限公司,33.3,安徽省合肥市庐江县庐城镇官塘路2号,自合同签订之日起至2024年12月31日,安徽安教传媒有限公司,327000,2024/12/13
2401,庐江县农业灌区取水计量数据采集服务项目,2024/12/2,服务,政府采购,安徽省,合肥市,庐江县,2024ANNFN00459,庐江县水务局,合肥庐江公共资源交易有限公司,76,安徽省合肥市庐江县庐城镇黄山北路99号,60,安徽省大禹水利工程科技有限公司,749000,2024/12/13
2402,庐江四中校本课程建设,2024/12/2,服务,政府采购,安徽省,合肥市,庐江县,2024ANNFN00458,庐江县教育体育局,大成工程咨询有限公司,60,安徽省合肥市庐江县庐城镇泥河路与官塘路交叉口2号,1095（日历天）,安徽在路上红色文化培训中心有限公司,592000,2024/12/13
2403,免费孕前优生健康检查试剂耗材（二次）,2024/12/2,货物,政府采购,安徽省,合肥市,,2024ANNHJ00460,庐江县妇女儿童保健中心,安徽源典项目咨询管理有限责任公司,46.65,安徽省合肥市庐江县庐城镇汤池路26号,180个日历日,安徽金豪生物科技有限公司,457437,2024/12/13
2404,外场基础设施—三无小区安防建设,2024/11/22,货物,政府采购,安徽省,合肥市,,2024ACCHZ00516,长丰县公安局,长丰县公共资源交易有限责任公司,475,安徽省合肥市长丰县水湖镇长丰路137号,60日历天,中国移动通信集团安徽有限公司,4299293,2024/12/13
2405,水湖镇小岗村2024年村集体经济发展采购项目,2024/12/9,货物,政府采购,安徽省,合肥市,,2024ACCHX00530,长丰县水湖镇人民政府,长丰县公共资源交易有限责任公司,50,安徽省合肥市长丰县水湖镇长丰路127号,自合同签订之日起至2024年12月31日,长丰丰达汽车销售服务有限公司,499500,2024/12/13
2406,合肥职业技术学院国家级机械设计虚拟仿真基地建设——单片机虚拟仿真实训室设备采购,2024/11/21,货物,政府采购,安徽省,合肥市,,2024BFFHZ02962,合肥职业技术学院,安徽公共资源交易集团项目管理有限公司,65,合肥市瑶海区岱河路2号,30（日历天）,安徽蓝柏教育科技有限公司,649600,2024/12/12
2407,安徽博物院（安徽省文物鉴定站）蜀山馆、庐阳馆和安徽省文化博物园区物业管理服务,2024/11/19,服务,政府采购,安徽省,合肥市,蜀山区,2024BFAFZ02950,安徽博物院（安徽省文物鉴定站）,安徽省政府采购中心,980,合肥市蜀山区怀宁路87号,服务期限为一年。合同到期前，经考核合格后，在年度预算能够保障的前提下，可续签累计不超过3年的采购合同，最多续签2次，合同一年一签。,龙城城市运营服务集团有限公司,9800000,2024/12/12
2408,安徽省教育专网骨干网设备采购项目,2024/10/23,货物,政府采购,安徽省,合肥市,,2024BFAHZ02711,安徽建筑大学,安徽省政府采购中心,1600,合肥市包河区金寨南路856号,90个工作日内,东华软件股份公司,14919991,2024/12/12
2409,安徽省计量科学研究院热工所现场校准项目（3次）,2024/11/21,服务,政府采购,安徽省,合肥市,包河区,2024BFAHZ02977,安徽省计量科学研究院,安徽公共资源交易集团项目管理有限公司,73.77,合肥市包河区延安路13号,90日历日内,合肥智测电子有限公司,726000,2024/12/12
2410,首都医科大学附属北京天坛医院安徽医院神经内科运动障碍亚专科神经系统疾病智能评估平台等设备项目,2024/11/20,货物,政府采购,安徽省,合肥市,,2024BFAHZ02959,皖南医学院弋矶山医院,安徽公共资源交易集团项目管理有限公司,220,芜湖市镜湖区赭山西路2号,合同生效后，采购人通知供货后30天内,"上海新嘉万序医疗供应链管理有限公司,上海璞拙科贸有限公司",1800000,2024/12/12
2411,合肥市大气低效失效企业排查整治服务项目,2024/11/27,服务,政府采购,安徽省,合肥市,,2024BFFFN03027,合肥市生态环境保护综合行政执法支队,安徽公共资源交易集团项目管理有限公司,130.6,合肥市蜀山区繁华大道304号,1年,江苏润环环境科技有限公司,1275000,2024/12/12
2412,巢湖市安徽巢湖半岛国家湿地公园2025-2027年度巢湖半岛湿地管养巡护服务,2024/11/20,服务,政府采购,安徽省,合肥市,巢湖市,2024AMMFZ00162,巢湖市林业和园林建设服务中心,巢湖市清诚工程咨询有限公司,470,安徽省合肥市巢湖市卧牛山街道东风路436号,365日历天,巢湖市天羽物业管理有限公司,1570759.77,2024/12/12
2413,庐江县殡仪馆迁址新建项目骨灰存放架采购及安装,2024/11/21,货物,政府采购,安徽省,合肥市,庐江县,2024ANNHZ00447,庐江县民政局,安徽信捷项目管理有限公司,100,合肥市庐江县庐城镇丝绸路1111号,45日历天,江西仙廷精藏设备有限公司,726060,2024/12/12
2414,安徽庐阳董铺国家湿地公园（2024-2035）总体规划修编项目（二次）,2024/11/29,服务,政府采购,安徽省,合肥市,庐阳区,2024ALLFN00146,合肥市庐阳区园林绿化管理中心,合肥庐阳合信公共资源交易项目管理有限公司,50,安徽省合肥市庐阳区兰花路中铁湿地公园应急基地,120日历天,安徽省城乡规划设计研究院有限公司,490000,2024/12/12
2415,经开区2024年度公务用车更新购置,2024/12/10,货物,政府采购,安徽省,合肥市,经开区,2024AJJHD00087,合肥经济技术开发区党政办公室,合肥经济技术开发区公共资源交易中心,234,安徽省合肥市经开区翡翠路398号A座1203室,,大众汽车（安徽）有限公司,2338700,2024/12/12
2416,合肥市蜀山区三馆两中心物业管理服务采购,2024/11/29,服务,政府采购,安徽省,合肥市,蜀山区,2024ASSFN00063,合肥市蜀山区机关事务管理中心,合肥蜀山公共资源交易项目管理有限公司,97.2,安徽省合肥市蜀山区三里庵街道梅山路107号,365日历天,合肥昌顺物业管理有限公司,958200,2024/12/12
2417,合肥市公安局交警支队采购高精尖设备（二次）,2024/11/20,货物,政府采购,安徽省,合肥市,包河区,2024BFFHZ02958,合肥市公安局交通警察支队,安徽公共资源交易集团项目管理有限公司,140,合肥市包河区马鞍山南路168号,30日历天,北京飞马航遥科技有限公司,1196500,2024/12/11
